캐비티 결과,DM60346
241,P
230,P
241,L
236,M
240,P
235,O
236,P
236,I
240,P
231,P
242,L
236,M
240,P
235,O
237,P
237,I
239,P
230,E
239,L
235,M
241,P
237,O
236,P
236,I
242,P
232,P
239,L
237,M
240,P
233,O
235,P
236,I
240,P
231,P
242,L
234,M
242,P
236,O
236,P
235,I
242,J
231,P
242,L
237,M
240,P
241,O
236,P
236,I
241,P
231,P
241,L
235,M
242,M
233,O
235,P
235,I
242,P
231,E
241,L
235,M
240,P
248,O
235,P
236,I
240,P
232,P
241,L
237,M
242,P
236,O
236,P
237,I
243,J
234,P
241,L
236,M
240,M
234,O
236,P
236,I
243,P
232,Q
240,L
237,M
241,N
233,O
236,P
237,I
242,P
233,P
241,L
237,M
241,P
234,O
235,P
236,I
242,P
232,P
236,L
234,M
240,P
242,O
235,P
235,I
243,P
234,E
241,L
235,M
239,P
237,O
236,P
237,I
242,P
233,P
241,L
234,M
241,M
237,O
235,P
236,I
242,P
231,P
241,L
235,M
238,P
233,O
237,P
236,I
241,P
231,P
242,L
235,M
241,P
234,O
236,P
236,I
242,P
232,P
240,L
235,M
241,P
232,O
236,P
237,I
242,P
229,P
240,L
234,M
241,P
234,O
236,P
237,I
243,O
231,P
240,L
234,M
241,N
233,O
235,P
236,I
242,P
230,P
240,L
235,M
240,N
235,O
234,P
235,I
242,T
230,P
240,L
235,M
241,P
247,O
235,P
235,I
242,P
231,Q
240,L
232,M
240,N
239,O
235,P
236,I
241,P
232,P
240,L
233,M
239,P
233,O
234,P
235,I
240,L
230,P
240,L
234,M
241,P
247,O
235,P
235,I
240,P
236,P
240,L
233,M
240,N
233,O
235,P
235,I
240,P
230,P
239,L
235,M
239,N
233,O
233,P
235,I
240,P
231,P
232,L
236,M
241,P
238,O
235,P
235,I
242,P
230,P
240,L
238,M
239,P
234,O
235,P
236,I
240,P
232,P
237,L
234,M
241,N
234,O
235,P
235,I
241,I
231,P
238,L
235,M
239,P
233,O
233,P
236,I
240,P
231,P
242,L
233,M
238,P
243,O
235,P
237,I
242,P
231,P
238,L
235,M
238,P
233,O
235,P
235,I
240,I
231,P
239,L
234,M
241,P
234,O
235,P
233,I
241,P
230,P
240,L
237,M
240,N
233,O
236,P
236,I
241,I
231,P
240,L
234,M
240,P
233,O
235,P
236,I
240,P
231,E
237,L
234,M
241,N
234,O
235,P
236,I
240,P
229,P
241,L
234,M
239,P
234,O
235,P
237,I
238,P
231,P
242,L
235,M
240,P
239,O
234,P
236,I
242,P
230,P
240,L
233,M
239,P
235,O
236,P
236,I
241,P
230,Q
236,L
235,M
240,N
248,O
236,P
236,I
241,I
229,P
239,L
235,M
240,P
242,O
235,P
237,I
242,J
231,P
240,L
232,M
240,P
233,O
234,P
236,I
241,P
230,P
232,L
234,M
239,N
233,O
235,P
228,I
241,P
230,P
240,L
233,M
235,P
234,O
234,P
235,I
240,J
231,E
237,L
235,M
239,P
234,O
235,P
234,I
241,P
231,E
239,L
235,M
239,P
238,O
233,P
-2147483648,E
-2147483648,Q
-2147483648,Q
231,I
226,P
236,Q
236,L
226,M
229,P
243,O
238,P
230,I
227,P
242,Q
240,L
227,M
235,P
242,O
239,P
231,I
236,P
243,P
230,L
232,M
235,N
243,O
239,P
232,I
227,J
236,P
239,L
231,M
231,P
233,O
234,P
230,I
229,P
236,P
231,L
230,M
230,P
239,O
240,P
231,I
225,P
240,P
235,L
229,M
231,P
238,O
240,P
230,I
226,P
236,P
229,L
227,M
239,P
238,O
237,P
231,I
226,P
242,P
235,L
231,M
235,P
239,O
234,P
231,I
226,P
235,P
236,L
232,M
231,N
240,O
240,P
231,I
236,P
236,Q
235,L
229,M
235,P
239,O
237,P
230,I
227,N
236,Q
236,L
236,M
230,P
241,O
237,P
231,I
227,P
237,P
236,L
231,M
231,N
244,O
238,P
231,I
227,P
241,P
239,L
229,M
230,P
240,O
238,P
230,I
227,J
236,Q
240,L
231,M
230,N
244,O
238,P
230,I
226,P
232,P
230,L
235,M
243,P
243,O
239,P
230,I
236,T
236,Q
237,L
226,M
229,Q
239,O
230,P
229,I
236,P
236,P
239,L
227,M
230,N
243,O
239,P
230,I
241,P
237,P
240,L
228,M
230,N
241,O
240,P
232,I
226,P
238,P
240,L
228,M
230,P
236,O
231,P
231,I
237,J
236,P
234,L
232,M
234,N
238,O
239,P
232,I
226,P
237,P
230,L
227,M
230,P
239,O
239,P
232,I
226,J
237,P
234,L
231,M
230,P
238,O
239,P
232,I
226,P
237,P
231,L
227,M
243,P
241,O
239,P
232,I
227,P
241,P
235,L
226,M
231,P
242,O
239,P
233,I
236,P
242,P
240,L
236,M
238,P
244,O
238,P
231,I
227,P
242,Q
239,L
236,M
230,N
240,O
239,P
231,I
226,P
242,Q
235,L
230,M
230,P
245,O
239,P
233,I
226,P
241,P
231,L
229,M
231,N
239,O
238,P
231,I
236,P
237,P
230,L
229,M
231,P
234,O
240,P
232,I
237,P
241,Q
230,L
227,M
230,Q
239,O
240,P
230,I
236,P
236,P
236,L
232,M
236,N
244,O
240,P
229,I
236,O
242,P
240,L
231,M
235,P
238,O
231,P
231,I
242,P
241,P
240,L
231,M
230,N
235,O
239,P
232,I
228,P
241,P
230,L
235,M
230,P
234,O
230,P
231,I
237,P
241,P
231,L
228,M
230,P
234,O
234,P
231,I
227,P
242,P
240,L
236,M
238,N
242,O
239,P
232,I
236,P
241,P
229,L
227,M
231,Q
238,O
231,P
232,I
228,P
241,P
235,L
229,M
234,P
243,O
239,P
232,I
236,P
243,P
231,L
228,M
244,P
243,O
238,P
232,I
226,P
236,P
231,L
232,M
235,P
241,O
239,P
232,I
232,P
242,P
240,L
227,M
235,N
240,O
239,P
232,I
241,I
243,P
240,L
226,M
231,P
241,O
237,P
231,I
232,P
236,P
236,L
227,M
239,P
239,O
239,P
231,I
228,P
236,P
231,L
227,M
234,P
243,O
239,P
231,I
243,P
242,P
239,L
231,M
243,P
240,O
239,P
232,I
242,J
242,P
239,L
233,M
231,P
243,O
238,P
231,I
236,I
237,P
240,L
227,M
231,N
243,O
239,P
231,I
242,P
241,E
229,L
227,M
236,N
243,O
239,P
232,I
226,P
237,P
229,L
227,M
231,P
241,O
236,P
231,I
226,P
241,P
230,L
229,M
234,N
239,O
239,P
230,I
235,P
242,P
227,L
228,M
230,P
243,O
239,P
232,I
239,P
233,Q
230,L
227,M
239,P
241,O
239,P
230,I
236,P
241,P
228,L
232,M
235,P
239,O
239,P
231,I
228,P
241,P
240,L
228,M
233,P
241,O
240,P
232,I
226,P
240,P
240,L
231,M
239,P
242,O
239,P
231,I
241,J
243,P
240,L
235,M
242,P
243,O
240,P
231,I
236,P
237,P
240,L
225,M
243,N
244,O
239,P
232,I
241,P
244,P
239,L
231,M
229,M
245,O
240,P
233,I
227,P
242,E
232,L
233,M
231,N
239,O
241,P
233,I
241,P
237,P
239,L
231,M
235,P
242,O
240,P
234,I
236,P
242,E
240,L
229,M
231,P
244,O
239,P
232,I
226,P
243,P
240,L
228,M
236,P
244,O
238,P
231,I
226,P
237,P
233,L
230,M
236,P
243,O
238,P
233,I
227,Q
237,E
230,L
229,M
231,P
244,O
239,P
233,I
227,L
236,P
240,L
228,M
232,P
239,O
238,P
232,I
226,P
237,P
230,L
229,M
231,N
240,O
235,P
229,I
227,P
239,P
240,L
235,M
233,M
239,O
240,P
231,I
241,P
236,P
236,L
227,M
235,P
239,O
239,P
232,I
241,P
237,P
240,L
229,M
231,P
240,O
238,P
232,I
227,P
242,P
231,L
227,M
231,P
240,O
239,P
232,I
241,J
241,P
230,L
230,M
235,N
239,O
239,P
231,I
227,P
237,Q
230,L
229,M
239,P
239,O
235,P
-2147483648,Q
-2147483648,E
231,I
228,P
237,P
231,L
229,M
239,N
241,O
239,P
231,I
226,P
243,P
240,L
229,M
231,P
244,O
240,P
232,I
226,P
242,P
240,L
228,M
231,M
244,O
240,P
232,I
226,P
236,P
231,L
228,M
234,P
239,O
240,P
232,I
227,P
239,P
230,L
236,M
233,P
239,O
240,P
232,I
226,T
236,P
231,L
237,M
245,N
244,O
239,P
233,I
237,P
243,P
235,L
231,M
239,M
244,O
227,P
231,I
236,P
242,P
231,L
229,M
230,Q
242,O
240,P
233,I
241,P
244,P
235,L
235,M
231,N
245,O
239,P
231,I
228,P
243,P
234,L
236,M
232,N
244,O
240,P
233,I
242,P
237,P
235,L
229,M
244,P
239,O
240,P
233,I
227,P
241,P
232,L
230,M
233,P
245,O
240,P
231,I
236,J
237,E
236,L
230,M
241,N
244,O
240,P
232,I
243,P
236,P
236,L
231,M
234,P
243,O
239,P
233,I
227,P
236,P
235,L
230,M
230,N
239,O
240,P
232,I
242,P
242,P
240,L
228,M
231,N
234,O
240,P
233,I
227,P
236,P
240,L
231,M
233,P
239,O
241,P
233,I
231,P
243,P
240,L
228,M
230,P
244,O
240,P
232,I
236,L
237,P
241,L
229,M
230,P
242,O
239,P
232,I
231,T
242,P
240,L
231,M
232,P
240,O
239,P
234,I
229,P
244,P
230,L
230,M
238,P
243,O
241,P
232,I
230,P
244,P
240,L
231,M
230,N
243,O
240,P
231,I
241,P
242,P
240,L
232,M
231,P
245,O
240,P
232,I
242,J
237,P
240,L
230,M
230,M
241,O
240,P
232,I
236,Q
239,P
236,L
231,M
231,P
243,O
239,P
232,I
226,P
242,P
235,L
235,M
229,N
243,O
239,P
232,I
243,P
236,E
240,L
227,M
231,P
244,O
241,P
232,I
227,P
242,P
240,L
232,M
231,N
237,O
239,P
230,I
241,P
242,P
235,L
231,M
239,N
239,O
240,P
232,I
235,P
241,P
240,L
228,M
243,P
238,O
238,P
231,I
229,P
243,P
240,L
235,M
231,N
240,O
241,P
233,I
242,P
241,P
230,L
230,M
230,P
242,O
239,P
231,I
226,P
242,P
239,L
231,M
243,P
244,O
239,P
231,I
227,J
237,P
240,L
235,M
239,P
243,O
241,P
232,I
241,P
236,P
240,L
235,M
229,P
244,O
238,P
-2147483648,Q
-2147483648,Q
-2147483648,Q
-2147483648,Q
-2147483648,P
236,I
241,T
231,P
242,L
233,M
241,P
235,O
235,P
236,I
243,P
231,P
242,L
234,M
242,P
233,O
233,P
236,I
242,P
230,P
237,L
235,M
241,N
234,O
235,P
237,I
242,P
234,P
242,L
235,M
241,P
233,O
236,P
235,I
242,P
230,P
240,L
234,M
241,P
233,O
235,P
236,I
242,P
233,P
241,L
236,M
238,N
235,O
235,P
236,I
242,P
240,P
241,L
237,M
240,N
242,O
235,P
236,I
241,P
233,E
242,L
236,M
241,P
232,O
234,P
236,I
242,P
236,Q
240,L
236,M
241,P
234,O
235,P
237,I
242,P
231,E
242,L
235,M
240,P
235,O
233,P
238,I
242,P
230,P
242,L
230,M
241,N
235,O
235,P
235,I
241,P
230,E
241,L
235,M
241,N
234,O
235,P
237,I
240,P
231,P
240,L
237,M
241,P
233,O
234,P
236,I
242,P
232,P
241,L
236,M
242,P
233,O
235,P
236,I
242,P
231,P
242,L
235,M
241,P
236,O
236,P
235,I
241,P
231,P
236,L
236,M
242,P
243,O
236,P
237,I
241,J
237,P
241,L
233,M
241,N
234,O
236,P
236,I
242,P
230,P
240,L
235,M
240,P
233,O
238,P
238,I
239,P
234,Q
239,L
235,M
241,P
233,O
234,P
236,I
241,P
231,P
241,L
234,M
241,Q
233,O
234,P
237,I
240,J
230,P
242,L
235,M
241,N
233,O
236,P
237,I
239,P
231,P
243,L
235,M
242,P
234,O
235,P
229,I
241,P
234,E
241,L
234,M
242,N
233,O
235,P
236,I
240,Q
233,P
243,L
235,M
241,N
236,O
236,P
237,I
241,P
229,P
242,L
234,M
241,P
234,O
235,P
237,I
240,S
230,P
241,L
234,M
239,N
233,O
234,P
235,I
240,P
231,P
238,L
235,M
241,N
233,O
234,P
236,I
243,P
234,P
241,L
234,M
240,N
234,O
236,P
236,I
238,P
232,P
240,L
235,M
240,P
242,O
234,P
236,I
241,P
231,P
241,L
237,M
239,P
236,O
235,P
237,I
243,P
230,P
240,L
235,M
239,P
233,O
234,P
236,I
240,P
235,P
240,L
234,M
241,P
233,O
236,P
237,I
241,P
229,P
239,L
235,M
240,M
234,O
236,P
235,I
242,O
234,P
241,L
235,M
240,N
234,O
236,P
235,I
242,P
233,P
241,L
238,M
238,N
233,O
235,P
237,I
240,L
231,P
241,L
234,M
240,N
234,O
234,P
236,I
242,L
230,P
240,L
234,M
241,N
234,O
235,P
235,I
241,I
235,P
241,L
233,M
242,M
235,O
234,P
235,I
239,P
232,P
242,L
235,M
241,P
234,O
235,P
237,I
241,P
231,P
241,L
235,M
242,N
233,O
235,P
238,I
242,P
233,P
241,L
234,M
241,P
234,O
235,P
235,I
241,P
238,P
236,L
233,M
241,P
237,O
234,P
236,I
240,J
230,P
241,L
234,M
241,P
248,O
236,P
237,I
243,P
231,Q
241,L
235,M
241,P
234,O
235,P
236,I
241,P
233,P
240,L
236,M
241,P
234,O
236,P
235,I
241,L
230,P
242,L
234,M
242,N
238,O
235,P
235,I
240,P
230,P
239,L
233,M
242,P
250,O
235,P
237,I
242,P
233,E
241,L
235,M
242,N
236,O
235,P
238,I
242,P
232,P
232,L
234,M
240,P
234,O
235,P
236,P
242,P
233,P
239,L
235,M
240,P
233,O
235,P
237,I
242,T
230,P
242,L
234,M
241,P
234,O
235,P
236,I
241,P
231,P
241,L
236,M
241,P
238,O
235,P
237,I
241,P
230,P
240,L
236,M
241,P
232,O
234,P
236,I
241,P
230,P
241,L
236,M
240,P
233,O
236,P
236,I
239,P
232,P
242,L
234,M
237,P
235,O
236,P
238,I
241,P
233,E
241,L
234,M
241,P
237,O
236,P
236,I
243,P
230,P
240,L
238,M
240,N
233,O
236,P
237,I
242,P
231,P
242,L
236,M
240,P
235,O
236,P
235,I
242,P
232,P
240,L
234,M
240,P
235,O
237,P
236,I
241,P
230,E
241,L
237,M
238,P
235,O
236,P
237,I
242,P
230,P
242,L
236,M
241,P
235,O
236,P
237,I
242,P
232,P
243,L
235,M
242,P
244,O
236,P
233,I
241,S
233,P
241,L
236,M
240,P
239,O
236,P
235,I
242,P
230,P
242,L
235,M
240,P
233,O
234,P
236,I
242,P
231,E
240,L
235,M
240,P
242,O
234,P
236,I
242,P
234,Q
242,L
234,M
241,P
233,O
235,P
234,I
241,P
232,P
239,L
234,M
241,N
233,O
235,P
235,I
241,P
231,E
240,L
236,M
241,P
236,O
235,P
236,I
241,P
231,P
241,L
235,M
241,N
238,O
235,P
-2147483648,Q
-2147483648,Q
-2147483648,Q
-2147483648,Q
-2147483648,E
232,I
227,L
242,P
231,L
232,M
231,P
242,O
239,P
232,I
235,P
242,P
231,L
236,M
230,N
239,O
239,P
232,I
242,P
239,P
236,L
228,M
244,N
245,O
240,P
232,I
226,P
243,P
241,L
230,M
233,N
242,O
238,P
231,I
227,I
241,Q
235,L
236,M
244,P
244,O
237,P
231,I
242,N
243,P
240,L
236,M
230,N
243,O
238,P
231,I
227,P
241,P
241,L
236,M
232,M
245,O
241,P
232,I
231,P
237,P
231,L
232,M
246,P
243,O
241,P
232,I
230,P
242,P
241,L
229,M
239,N
244,O
240,P
232,I
237,P
237,P
235,L
230,M
239,P
242,O
240,P
232,I
231,P
237,E
233,L
228,M
231,Q
234,O
240,P
231,I
225,P
239,P
240,L
236,M
231,N
243,O
239,P
230,I
226,P
237,Q
230,L
230,M
231,P
244,O
240,P
231,I
243,J
242,P
239,L
231,M
244,P
244,O
240,P
231,I
227,L
236,Q
232,L
228,M
232,N
243,O
231,P
230,I
241,P
242,P
230,L
235,M
235,N
242,O
239,P
232,I
226,P
240,P
230,L
228,M
239,N
244,O
239,P
232,I
226,J
232,E
230,L
231,M
230,P
243,O
239,P
231,I
241,J
239,P
235,L
227,M
230,P
245,O
238,P
231,I
227,N
242,P
239,L
241,M
230,M
242,O
238,P
231,I
239,P
236,P
240,L
236,M
231,N
241,O
239,P
231,I
232,P
242,P
239,L
231,M
235,P
242,O
240,P
231,I
237,P
242,P
231,L
228,M
231,P
244,O
240,P
233,I
232,T
236,Q
231,L
231,M
230,P
244,O
239,P
232,I
242,J
242,P
240,L
231,M
233,P
244,O
240,P
233,I
237,L
241,Q
246,L
232,M
231,P
241,O
239,P
233,I
243,P
242,P
236,L
230,M
230,P
243,O
241,P
232,I
241,P
242,E
230,L
228,M
232,P
245,O
240,P
232,I
240,P
241,P
232,L
236,M
231,P
244,O
239,P
232,I
227,P
242,P
231,L
227,M
231,P
245,O
240,P
232,I
228,T
242,P
240,L
229,M
235,P
242,O
238,P
232,I
227,P
237,Q
236,L
231,M
235,N
242,O
232,P
232,I
241,P
